Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	nucleic acid-templated transcription (GO:0097659)	4/42	7.363894e-01	9.999918e-01	0	0	7.987137e-01	2.444033e-01	XAB2;SCX;POLR2I;MLF1
GO_Biological_Process_2021	positive regulation of ATPase activity (GO:0032781)	4/42	7.363894e-01	9.999918e-01	0	0	7.987137e-01	2.444033e-01	GABARAPL2;FXYD2;TNNT3;ATP1B1
GO_Biological_Process_2021	translesion synthesis (GO:0019985)	4/42	7.363894e-01	9.999918e-01	0	0	7.987137e-01	2.444033e-01	RFC5;RFC2;RPS27A;UBA52
GO_Biological_Process_2021	B cell proliferation (GO:0042100)	3/32	7.367207e-01	9.999918e-01	0	0	7.850056e-01	2.398556e-01	CD40;IFNA2;IFNA8
GO_Biological_Process_2021	chondrocyte differentiation (GO:0002062)	3/32	7.367207e-01	9.999918e-01	0	0	7.850056e-01	2.398556e-01	SCX;SULF1;SULF2
GO_Biological_Process_2021	DNA damage checkpoint signaling (GO:0000077)	3/32	7.367207e-01	9.999918e-01	0	0	7.850056e-01	2.398556e-01	TP53BP1;ZNF830;RAD9A
GO_Biological_Process_2021	ERBB2 signaling pathway (GO:0038128)	3/32	7.367207e-01	9.999918e-01	0	0	7.850056e-01	2.398556e-01	SRC;PRKCA;HBEGF
GO_Biological_Process_2021	long-chain fatty acid transport (GO:0015909)	3/32	7.367207e-01	9.999918e-01	0	0	7.850056e-01	2.398556e-01	MID1IP1;PRKAG2;SLC27A2
GO_Biological_Process_2021	mitochondrial membrane organization (GO:0007006)	3/32	7.367207e-01	9.999918e-01	0	0	7.850056e-01	2.398556e-01	MTX3;MICOS13;TIMM50
GO_Biological_Process_2021	negative regulation of cell-matrix adhesion (GO:0001953)	3/32	7.367207e-01	9.999918e-01	0	0	7.850056e-01	2.398556e-01	MMP12;SRC;APOD
GO_Biological_Process_2021	negative regulation of developmental growth (GO:0048640)	3/32	7.367207e-01	9.999918e-01	0	0	7.850056e-01	2.398556e-01	CDKN1A;GDF15;NKD1
GO_Biological_Process_2021	positive regulation of glucose transmembrane transport (GO:0010828)	3/32	7.367207e-01	9.999918e-01	0	0	7.850056e-01	2.398556e-01	C3;INSR;IRS2
GO_Biological_Process_2021	regulation of cell migration involved in sprouting angiogenesis (GO:0090049)	3/32	7.367207e-01	9.999918e-01	0	0	7.850056e-01	2.398556e-01	FGFBP1;SRPX2;RHOJ
GO_Biological_Process_2021	regulation of cell morphogenesis (GO:0022604)	3/32	7.367207e-01	9.999918e-01	0	0	7.850056e-01	2.398556e-01	STRIP1;CLDN3;FITM2
GO_Biological_Process_2021	regulation of centrosome duplication (GO:0010824)	3/32	7.367207e-01	9.999918e-01	0	0	7.850056e-01	2.398556e-01	NPM1;CEP120;CHMP3
GO_Biological_Process_2021	regulation of intracellular estrogen receptor signaling pathway (GO:0033146)	3/32	7.367207e-01	9.999918e-01	0	0	7.850056e-01	2.398556e-01	VPS18;CBFB;CNOT9
GO_Biological_Process_2021	superoxide metabolic process (GO:0006801)	3/32	7.367207e-01	9.999918e-01	0	0	7.850056e-01	2.398556e-01	PRDX2;TAFA4;NOX4
GO_Biological_Process_2021	negative regulation of protein metabolic process (GO:0051248)	5/52	7.389734e-01	9.999918e-01	0	0	8.071459e-01	2.441563e-01	SNX3;EIF2AK1;FLOT2;HMGCR;PFDN5
GO_Biological_Process_2021	plasma membrane bounded cell projection morphogenesis (GO:0120039)	5/52	7.389734e-01	9.999918e-01	0	0	8.071459e-01	2.441563e-01	NRK;DTNBP1;TNIK;WASF1;MYO16
GO_Biological_Process_2021	protein homotetramerization (GO:0051289)	5/52	7.389734e-01	9.999918e-01	0	0	8.071459e-01	2.441563e-01	RYR1;SHMT1;GLS;THG1L;GNMT
GO_Biological_Process_2021	organic acid transport (GO:0015849)	10/100	7.409731e-01	9.999918e-01	0	0	8.427763e-01	2.526568e-01	SLC25A29;SLC16A1;GOT2;SLC10A3;SLC43A1;LRRC8D;SLC16A10;SLC3A2;SLC25A32;SLC6A20
GO_Biological_Process_2021	generation of neurons (GO:0048699)	21/202	7.417081e-01	9.999918e-01	0	0	8.796457e-01	2.628377e-01	BRSK1;YTHDF2;LDB1;FZD7;HMGB2;WNT9A;POMGNT2;EML1;TUBB2B;TUBB2A;RELN;TAFA3;DDIT4;DNER;SIX3;TAFA1;ANOS1;NRCAM;LMX1B;LRP12;ASTN1
GO_Biological_Process_2021	actin filament network formation (GO:0051639)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	ACTN1
GO_Biological_Process_2021	atrial septum morphogenesis (GO:0060413)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	ACVR1
GO_Biological_Process_2021	camera-type eye morphogenesis (GO:0048593)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	TH
GO_Biological_Process_2021	cell differentiation in spinal cord (GO:0021515)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	SOX13
GO_Biological_Process_2021	cell-cell junction maintenance (GO:0045217)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	MYADM
GO_Biological_Process_2021	cellular response to cholesterol (GO:0071397)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	GRAMD1A
GO_Biological_Process_2021	cellular response to superoxide (GO:0071451)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	PRDX2
GO_Biological_Process_2021	cyclooxygenase pathway (GO:0019371)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	PTGES
GO_Biological_Process_2021	cytidine to uridine editing (GO:0016554)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	APOBEC2
GO_Biological_Process_2021	DNA damage response, signal transduction resulting in transcription (GO:0042772)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	SP100
GO_Biological_Process_2021	embryonic eye morphogenesis (GO:0048048)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	TH
GO_Biological_Process_2021	enteric nervous system development (GO:0048484)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	ARX
GO_Biological_Process_2021	glycerol metabolic process (GO:0006071)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	TPI1
GO_Biological_Process_2021	glycerolipid metabolic process (GO:0046486)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	DGKA
GO_Biological_Process_2021	Golgi inheritance (GO:0048313)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	VRK1
GO_Biological_Process_2021	Golgi to lysosome transport (GO:0090160)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	EHD3
GO_Biological_Process_2021	humoral immune response mediated by circulating immunoglobulin (GO:0002455)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	IGLL1
GO_Biological_Process_2021	inositol phosphate biosynthetic process (GO:0032958)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	IPPK
GO_Biological_Process_2021	intestinal lipid absorption (GO:0098856)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	SOAT2
GO_Biological_Process_2021	ketone body metabolic process (GO:1902224)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	AACS
GO_Biological_Process_2021	mesonephros development (GO:0001823)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	FGF1
GO_Biological_Process_2021	miRNA mediated inhibition of translation (GO:0035278)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	ZFP36
GO_Biological_Process_2021	mitochondrial protein processing (GO:0034982)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	PMPCB
GO_Biological_Process_2021	monocyte differentiation (GO:0030224)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	THOC5
GO_Biological_Process_2021	negative regulation of calcium ion transmembrane transport (GO:1903170)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	SLN
GO_Biological_Process_2021	negative regulation of centrosome duplication (GO:0010826)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	NPM1
GO_Biological_Process_2021	negative regulation of homotypic cell-cell adhesion (GO:0034111)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	PRKCD
GO_Biological_Process_2021	negative regulation of interleukin-17 production (GO:0032700)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	DDIT3
GO_Biological_Process_2021	negative regulation of nuclear division (GO:0051784)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	FBXO43
GO_Biological_Process_2021	negative regulation of oxidative stress-induced neuron death (GO:1903204)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	RACK1
GO_Biological_Process_2021	negative regulation of potassium ion transmembrane transport (GO:1901380)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	KCNE5
GO_Biological_Process_2021	negative regulation of protein localization to cell surface (GO:2000009)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	GPM6B
GO_Biological_Process_2021	negative regulation of response to cytokine stimulus (GO:0060761)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	TLE5
GO_Biological_Process_2021	negative regulation of sprouting angiogenesis (GO:1903671)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	SYNJ2BP
GO_Biological_Process_2021	negative regulation of steroid biosynthetic process (GO:0010894)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	NR0B1
GO_Biological_Process_2021	negative regulation of translation, ncRNA-mediated (GO:0040033)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	ZFP36
GO_Biological_Process_2021	negative regulation of voltage-gated potassium channel activity (GO:1903817)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	KCNE5
GO_Biological_Process_2021	positive regulation of cellular respiration (GO:1901857)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	NUPR1
GO_Biological_Process_2021	positive regulation of integrin activation (GO:0033625)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	SRC
GO_Biological_Process_2021	positive regulation of keratinocyte proliferation (GO:0010838)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	TGM1
GO_Biological_Process_2021	positive regulation of leukocyte apoptotic process (GO:2000108)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	PIK3CD
GO_Biological_Process_2021	positive regulation of phospholipid transport (GO:2001140)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	TMEM30A
GO_Biological_Process_2021	positive regulation of vacuole organization (GO:0044090)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	RAB3GAP1
GO_Biological_Process_2021	positive regulation of viral release from host cell (GO:1902188)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	CHMP3
GO_Biological_Process_2021	presynaptic membrane organization (GO:0097090)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	LRP4
GO_Biological_Process_2021	protein kinase C signaling (GO:0070528)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	PRSS33
GO_Biological_Process_2021	protein oxidation (GO:0018158)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	LOXL3
GO_Biological_Process_2021	pyrimidine nucleoside catabolic process (GO:0046135)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	NT5C
GO_Biological_Process_2021	regulation of biosynthetic process (GO:0009889)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	MID1IP1
GO_Biological_Process_2021	regulation of calcium ion transmembrane transport via high voltage-gated calcium channel (GO:1902514)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	CACNB2
GO_Biological_Process_2021	regulation of cardiac muscle cell apoptotic process (GO:0010665)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	NUPR1
GO_Biological_Process_2021	regulation of coagulation (GO:0050818)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	HS3ST5
GO_Biological_Process_2021	regulation of ERAD pathway (GO:1904292)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	UBXN1
GO_Biological_Process_2021	regulation of inclusion body assembly (GO:0090083)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	DNAJB8
GO_Biological_Process_2021	regulation of lamellipodium morphogenesis (GO:2000392)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	SRC
GO_Biological_Process_2021	regulation of long-term neuronal synaptic plasticity (GO:0048169)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	NPTN
GO_Biological_Process_2021	regulation of lymphocyte migration (GO:2000401)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	ADTRP
GO_Biological_Process_2021	regulation of mast cell activation involved in immune response (GO:0033006)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	UNC13D
GO_Biological_Process_2021	regulation of mesenchymal cell proliferation (GO:0010464)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	MYC
GO_Biological_Process_2021	regulation of monocyte chemotactic protein-1 production (GO:0071637)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	APOD
GO_Biological_Process_2021	regulation of mRNA 3'-end processing (GO:0031440)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	AHCYL1
GO_Biological_Process_2021	regulation of myeloid leukocyte mediated immunity (GO:0002886)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	UNC13D
GO_Biological_Process_2021	regulation of pH (GO:0006885)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	PDK4
GO_Biological_Process_2021	regulation of phospholipase activity (GO:0010517)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	PDPK1
GO_Biological_Process_2021	response to hydroxyurea (GO:0072710)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	DDI2
GO_Biological_Process_2021	response to prostaglandin E (GO:0034695)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	ADCY6
GO_Biological_Process_2021	response to sterol (GO:0036314)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	TGFBR1
GO_Biological_Process_2021	skeletal muscle cell differentiation (GO:0035914)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	MYOD1
GO_Biological_Process_2021	somite development (GO:0061053)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	LOXL3
GO_Biological_Process_2021	T cell chemotaxis (GO:0010818)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	PIK3CD
GO_Biological_Process_2021	tetrahydrofolate metabolic process (GO:0046653)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	SHMT1
GO_Biological_Process_2021	UDP-N-acetylglucosamine biosynthetic process (GO:0006048)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	GFPT2
GO_Biological_Process_2021	xenobiotic glucuronidation (GO:0052697)	1/11	7.437541e-01	9.999918e-01	0	0	7.590030e-01	2.246989e-01	UGT1A6
GO_Biological_Process_2021	positive regulation of cytosolic calcium ion concentration (GO:0007204)	15/147	7.440097e-01	9.999918e-01	0	0	8.617301e-01	2.548147e-01	GPR35;OPRL1;LPAR4;ADCY8;CYSLTR1;P2RX5;TRPV4;NPTN;SAA1;NMUR2;CCL1;ACKR2;TAC1;CD24;CCR10
GO_Biological_Process_2021	amino acid import (GO:0043090)	2/22	7.440187e-01	9.999918e-01	0	0	7.588994e-01	2.243983e-01	SLC6A20;SLC16A2
GO_Biological_Process_2021	exogenous drug catabolic process (GO:0042738)	2/22	7.440187e-01	9.999918e-01	0	0	7.588994e-01	2.243983e-01	CYP2C8;CYP2F1
GO_Biological_Process_2021	fatty-acyl-CoA metabolic process (GO:0035337)	2/22	7.440187e-01	9.999918e-01	0	0	7.588994e-01	2.243983e-01	ACLY;FITM2
GO_Biological_Process_2021	membrane lipid metabolic process (GO:0006643)	2/22	7.440187e-01	9.999918e-01	0	0	7.588994e-01	2.243983e-01	CERK;B4GALT4
GO_Biological_Process_2021	negative regulation of biomineral tissue development (GO:0070168)	2/22	7.440187e-01	9.999918e-01	0	0	7.588994e-01	2.243983e-01	GREM1;ASPN
GO_Biological_Process_2021	peptidyl-threonine dephosphorylation (GO:0035970)	2/22	7.440187e-01	9.999918e-01	0	0	7.588994e-01	2.243983e-01	DUSP18;DUSP7
GO_Biological_Process_2021	positive regulation of granulocyte chemotaxis (GO:0071624)	2/22	7.440187e-01	9.999918e-01	0	0	7.588994e-01	2.243983e-01	S100A14;THBS4
GO_Biological_Process_2021	positive regulation of peptidase activity (GO:0010952)	2/22	7.440187e-01	9.999918e-01	0	0	7.588994e-01	2.243983e-01	CLDN3;TANK
GO_Biological_Process_2021	regulation of adenylate cyclase activity (GO:0045761)	2/22	7.440187e-01	9.999918e-01	0	0	7.588994e-01	2.243983e-01	LTB4R2;CAP2
GO_Biological_Process_2021	regulation of cardiac muscle cell membrane repolarization (GO:0099623)	2/22	7.440187e-01	9.999918e-01	0	0	7.588994e-01	2.243983e-01	KCNE5;ANK2
GO_Biological_Process_2021	regulation of centrosome cycle (GO:0046605)	2/22	7.440187e-01	9.999918e-01	0	0	7.588994e-01	2.243983e-01	NPM1;CHMP3
GO_Biological_Process_2021	regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway (GO:1902235)	2/22	7.440187e-01	9.999918e-01	0	0	7.588994e-01	2.243983e-01	BCL2L11;DDIT3
GO_Biological_Process_2021	regulation of platelet activation (GO:0010543)	2/22	7.440187e-01	9.999918e-01	0	0	7.588994e-01	2.243983e-01	PLA2G4A;PRKCA
GO_Biological_Process_2021	regulation of voltage-gated calcium channel activity (GO:1901385)	2/22	7.440187e-01	9.999918e-01	0	0	7.588994e-01	2.243983e-01	CACNB2;GPR35
GO_Biological_Process_2021	toll-like receptor signaling pathway (GO:0002224)	9/91	7.462474e-01	9.999918e-01	0	0	8.325182e-01	2.436765e-01	CTSL;UBE2D3;PIK3R4;TAB2;FADD;S100A14;RPS27A;UBA52;HSP90B1
GO_Biological_Process_2021	transcription, DNA-templated (GO:0006351)	23/221	7.471908e-01	9.999918e-01	0	0	8.806109e-01	2.566406e-01	BTF3;CRCP;CBFB;CEBPD;SCX;GTF2H1;TFB2M;DEK;GTF2F1;FOXO3;GTF2E1;MLF1;IWS1;XAB2;COPS2;TAF1A;TRIM24;NFE2L3;TFAM;POLR2I;RBMX;TAF3;NKX3-2
GO_Biological_Process_2021	regulation of protein kinase activity (GO:0045859)	11/110	7.474182e-01	9.999918e-01	0	0	8.427085e-01	2.453381e-01	DBNDD1;CDKN1A;RELN;UBASH3B;PDPK1;DTNBP1;PYDC1;PRKAG2;TRIB3;TAB2;TRIM27
GO_Biological_Process_2021	negative regulation of epithelial cell proliferation (GO:0050680)	7/72	7.476171e-01	9.999918e-01	0	0	8.169489e-01	2.376213e-01	MAGED1;KLF9;NUPR1;SULF1;SYNJ2BP;CNMD;GDF5
GO_Biological_Process_2021	cellular response to insulin stimulus (GO:0032869)	13/129	7.499566e-01	9.999918e-01	0	0	8.498846e-01	2.445458e-01	INSIG2;PRKDC;PDPK1;INSR;IGF2;IRS2;IDE;PKM;RAB15;PDK4;ATP6V1B2;TRIB3;SH2B2
GO_Biological_Process_2021	muscle contraction (GO:0006936)	13/129	7.499566e-01	9.999918e-01	0	0	8.498846e-01	2.445458e-01	TMOD1;RYR1;CHRNB1;TNNC2;DYSF;SORBS3;LTB4R;TNNT3;MYH8;TNNI2;VIM;EMD;MYH6
GO_Biological_Process_2021	cellular response to chemical stress (GO:0062197)	10/101	7.521595e-01	9.999918e-01	0	0	8.334677e-01	2.373773e-01	PRDX2;ERMP1;GPX3;TRPV4;MGAT3;NOX4;LRRC8D;FOXO3;STOX1;RBM11
GO_Biological_Process_2021	endoplasmic reticulum to Golgi vesicle-mediated transport (GO:0006888)	19/185	7.529331e-01	9.999918e-01	0	0	8.677777e-01	2.462570e-01	NSF;COPB2;SEC16B;COPA;TMED9;SEC24A;COG6;GOLT1A;TGFA;ANK2;YIF1A;ARFGAP2;YIF1B;TRAPPC6A;TFG;BGLAP;COPG1;SEC24D;CNIH3
GO_Biological_Process_2021	anion transport (GO:0006820)	4/43	7.532940e-01	9.999918e-01	0	0	7.781897e-01	2.204609e-01	LRRC8D;SLC4A2;SLC17A8;SLC22A11
GO_Biological_Process_2021	cellular response to retinoic acid (GO:0071300)	4/43	7.532940e-01	9.999918e-01	0	0	7.781897e-01	2.204609e-01	BRINP2;FZD7;WNT9A;ZNF35
GO_Biological_Process_2021	male gonad development (GO:0008584)	4/43	7.532940e-01	9.999918e-01	0	0	7.781897e-01	2.204609e-01	ING2;CSDE1;FSHR;NR0B1
GO_Biological_Process_2021	positive regulation of peptide hormone secretion (GO:0090277)	4/43	7.532940e-01	9.999918e-01	0	0	7.781897e-01	2.204609e-01	TNFSF11;IRS2;TM7SF3;AACS
GO_Biological_Process_2021	regulation of cell-cell adhesion (GO:0022407)	4/43	7.532940e-01	9.999918e-01	0	0	7.781897e-01	2.204609e-01	SRC;FLOT2;FUT4;NODAL
GO_Biological_Process_2021	regulation of autophagy (GO:0010506)	24/231	7.535976e-01	9.999918e-01	0	0	8.788748e-01	2.486308e-01	KDM4A;PRKAG2;FOXO3;SVIP;IRGM;DEPP1;TPCN1;EEF1A1;DHRSX;TRIM5;DDIT3;RRAGD;ATP6V1B2;TRIB3;TAB2;TRIM27;LAMTOR1;PIM2;NUPR1;TRIM38;EIF4G3;TRIM65;OPTN;EIF4G2
GO_Biological_Process_2021	macroautophagy (GO:0016236)	12/120	7.536521e-01	9.999918e-01	0	0	8.426406e-01	2.383194e-01	GABARAPL2;MTERF3;HGS;SRC;MTMR14;NBR1;PIK3R4;PRKAG2;CHMP3;TOMM20;SQSTM1;GABARAP
GO_Biological_Process_2021	negative regulation of gene expression (GO:0010629)	34/322	7.536789e-01	9.999918e-01	0	0	8.946285e-01	2.529910e-01	BTG2;SHMT1;IFNA2;MACROH2A2;TOB1;FXR1;ZFP36;H3C13;ENC1;RACK1;RPS3;NPTN;FLOT2;TRIM27;NUDT16;JARID2;RPS13;STOX1;KDM4A;NDFIP1;YTHDF2;SLC2A10;SAMD4A;RPL13A;UPK3B;FOXP1;TLE5;PTBP3;CLDN3;MYADM;CALR;CNOT9;LSM14A;LGR4
GO_Biological_Process_2021	epidermal cell differentiation (GO:0009913)	5/53	7.542105e-01	9.999918e-01	0	0	7.902856e-01	2.229267e-01	TGM1;CERS3;SCEL;TXNIP;KRT10
GO_Biological_Process_2021	positive regulation of macroautophagy (GO:0016239)	5/53	7.542105e-01	9.999918e-01	0	0	7.902856e-01	2.229267e-01	HSPB8;IRGM;OPTN;PAFAH1B2;RAB3GAP1
GO_Biological_Process_2021	positive regulation of cytokine production involved in immune response (GO:0002720)	3/33	7.558292e-01	9.999918e-01	0	0	7.587957e-01	2.124171e-01	HLA-A;HLA-F;HLA-E
GO_Biological_Process_2021	primary alcohol metabolic process (GO:0034308)	3/33	7.558292e-01	9.999918e-01	0	0	7.587957e-01	2.124171e-01	CYP27C1;RDH11;ADH6
GO_Biological_Process_2021	regulation of histone acetylation (GO:0035065)	3/33	7.558292e-01	9.999918e-01	0	0	7.587957e-01	2.124171e-01	BRD7;IWS1;MAPK3
GO_Biological_Process_2021	RNA stabilization (GO:0043489)	3/33	7.558292e-01	9.999918e-01	0	0	7.587957e-01	2.124171e-01	CIRBP;PABPC1;ZCCHC17
GO_Biological_Process_2021	signal transduction by p53 class mediator (GO:0072331)	3/33	7.558292e-01	9.999918e-01	0	0	7.587957e-01	2.124171e-01	GREM1;HINT1;MYO6
GO_Biological_Process_2021	amyloid fibril formation (GO:1990000)	6/63	7.568671e-01	9.999918e-01	0	0	7.985403e-01	2.224474e-01	CST3;H3C13;ODAM;SAA1;RPS27A;UBA52
GO_Biological_Process_2021	neuropeptide signaling pathway (GO:0007218)	6/63	7.568671e-01	9.999918e-01	0	0	7.985403e-01	2.224474e-01	CYSLTR1;LTB4R2;OPRL1;NMUR2;SSTR2;LTB4R
GO_Biological_Process_2021	organonitrogen compound catabolic process (GO:1901565)	6/63	7.568671e-01	9.999918e-01	0	0	7.985403e-01	2.224474e-01	MPST;CPQ;TRIM24;PLA2G4A;IDE;ADO
GO_Biological_Process_2021	positive regulation of viral process (GO:0048524)	6/63	7.568671e-01	9.999918e-01	0	0	7.985403e-01	2.224474e-01	MDFIC;TMEM39A;PABPC1;GTF2F1;HACD3;POLR2I
GO_Biological_Process_2021	positive regulation of cellular component biogenesis (GO:0044089)	9/92	7.578007e-01	9.999918e-01	0	0	8.224411e-01	2.280916e-01	CLDN3;BCL2L11;TFRC;HGS;MMP3;RACK1;RPS3;SDC1;PRKCA
GO_Biological_Process_2021	regulation of protein serine/threonine kinase activity (GO:0071900)	11/111	7.579587e-01	9.999918e-01	0	0	8.342339e-01	2.311882e-01	HERC5;CCNB3;DIRAS3;CDKN1A;CCNI;HGS;GADD45A;SRC;TRIB3;GTF2H1;IRGM
GO_Biological_Process_2021	organonitrogen compound biosynthetic process (GO:1901566)	16/158	7.595106e-01	9.999918e-01	0	0	8.543301e-01	2.350100e-01	CERS3;PCSK1;ARG2;MOCS3;ELOVL4;ABHD3;GCNT1;MGST1;PLA2G4A;HACD3;NANP;PHOSPHO1;DEGS1;LCMT2;SPTSSB;SPTSSA
GO_Biological_Process_2021	insulin receptor signaling pathway (GO:0008286)	7/73	7.604632e-01	9.999918e-01	0	0	8.045252e-01	2.203012e-01	INSR;PDK4;ATP6V1B2;IGF2;IRS2;IDE;SH2B2
GO_Biological_Process_2021	positive regulation of developmental process (GO:0051094)	18/177	7.631572e-01	9.999918e-01	0	0	8.582700e-01	2.319828e-01	ACVR1;PHLDB1;RALBP1;DLX2;CEBPB;TFRC;SRC;INSR;SCX;MUL1;PLD6;KRT10;RELN;DAG1;DVL2;AMTN;ADGRL1;TP53BP1
GO_Biological_Process_2021	acylglycerol biosynthetic process (GO:0046463)	2/23	7.661927e-01	9.999918e-01	0	0	7.227204e-01	1.924760e-01	PLA2G4A;GPAT3
GO_Biological_Process_2021	artery development (GO:0060840)	2/23	7.661927e-01	9.999918e-01	0	0	7.227204e-01	1.924760e-01	SLC2A10;TGFBR1
GO_Biological_Process_2021	blood vessel endothelial cell migration (GO:0043534)	2/23	7.661927e-01	9.999918e-01	0	0	7.227204e-01	1.924760e-01	GREM1;ADTRP
GO_Biological_Process_2021	drug catabolic process (GO:0042737)	2/23	7.661927e-01	9.999918e-01	0	0	7.227204e-01	1.924760e-01	CYP2C8;CYP2F1
