Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Molecular_Function_2021	protein tyrosine kinase inhibitor activity (GO:0030292)	1/5	4.614198e-01	9.999956e-01	0	0	1.898152e+00	1.468120e+00	RACK1
GO_Molecular_Function_2021	purine nucleotide transmembrane transporter activity (GO:0015216)	1/5	4.614198e-01	9.999956e-01	0	0	1.898152e+00	1.468120e+00	SLC17A9
GO_Molecular_Function_2021	pyruvate dehydrogenase (acetyl-transferring) kinase activity (GO:0004740)	1/5	4.614198e-01	9.999956e-01	0	0	1.898152e+00	1.468120e+00	PDK4
GO_Molecular_Function_2021	ribose phosphate diphosphokinase activity (GO:0004749)	1/5	4.614198e-01	9.999956e-01	0	0	1.898152e+00	1.468120e+00	PRPS1L1
GO_Molecular_Function_2021	sequence-specific single stranded DNA binding (GO:0098847)	1/5	4.614198e-01	9.999956e-01	0	0	1.898152e+00	1.468120e+00	HNRNPA2B1
GO_Molecular_Function_2021	small protein activating enzyme binding (GO:0044388)	1/5	4.614198e-01	9.999956e-01	0	0	1.898152e+00	1.468120e+00	SAE1
GO_Molecular_Function_2021	TAP1 binding (GO:0046978)	1/5	4.614198e-01	9.999956e-01	0	0	1.898152e+00	1.468120e+00	HLA-F
GO_Molecular_Function_2021	troponin I binding (GO:0031013)	1/5	4.614198e-01	9.999956e-01	0	0	1.898152e+00	1.468120e+00	TNNT3
GO_Molecular_Function_2021	type 2 fibroblast growth factor receptor binding (GO:0005111)	1/5	4.614198e-01	9.999956e-01	0	0	1.898152e+00	1.468120e+00	FGF18
GO_Molecular_Function_2021	urate transmembrane transporter activity (GO:0015143)	1/5	4.614198e-01	9.999956e-01	0	0	1.898152e+00	1.468120e+00	SLC2A9
GO_Molecular_Function_2021	voltage-gated calcium channel activity involved in cardiac muscle cell action potential (GO:0086007)	1/5	4.614198e-01	9.999956e-01	0	0	1.898152e+00	1.468120e+00	CACNB2
GO_Molecular_Function_2021	voltage-gated sodium channel activity involved in cardiac muscle cell action potential (GO:0086006)	1/5	4.614198e-01	9.999956e-01	0	0	1.898152e+00	1.468120e+00	SCN2B
GO_Molecular_Function_2021	O-acyltransferase activity (GO:0008374)	4/30	4.682286e-01	9.999956e-01	0	0	1.168145e+00	8.863868e-01	SOAT2;MBOAT1;PLA2G4A;GPAT3
GO_Molecular_Function_2021	protein serine/threonine kinase inhibitor activity (GO:0030291)	4/30	4.682286e-01	9.999956e-01	0	0	1.168145e+00	8.863868e-01	CDKN1A;PRKAG2;PKIG;INKA2
GO_Molecular_Function_2021	chloride channel activity (GO:0005254)	8/64	4.720842e-01	9.999956e-01	0	0	1.084729e+00	8.141955e-01	GABRQ;ANO1;CLIC3;GABRA6;GABRA5;GABRA4;CLCNKB;CLCNKA
GO_Molecular_Function_2021	poly(U) RNA binding (GO:0008266)	3/22	4.805118e-01	9.999956e-01	0	0	1.198846e+00	8.786381e-01	PABPC4;PABPC1;RBM11
GO_Molecular_Function_2021	protein kinase A regulatory subunit binding (GO:0034237)	3/22	4.805118e-01	9.999956e-01	0	0	1.198846e+00	8.786381e-01	AKAP8;WASF1;WASF2
GO_Molecular_Function_2021	retinoic acid binding (GO:0001972)	3/22	4.805118e-01	9.999956e-01	0	0	1.198846e+00	8.786381e-01	CYP27C1;SERPINA5;UGT1A6
GO_Molecular_Function_2021	phospholipase activity (GO:0004620)	9/73	4.808037e-01	9.999956e-01	0	0	1.067755e+00	7.819134e-01	PDIA3;ABHD3;SMPD1;PLA2G4A;PLBD1;PLAAT3;PLD6;PLAAT4;SMPDL3A
GO_Molecular_Function_2021	secondary active transmembrane transporter activity (GO:0015291)	7/56	4.814736e-01	9.999956e-01	0	0	1.084693e+00	7.928060e-01	SLC35D1;ANKH;SLC35C1;SLC35D2;SLC16A10;SLC16A2;SLC22A11
GO_Molecular_Function_2021	histone acetyltransferase activity (GO:0004402)	4/31	4.946280e-01	9.999956e-01	0	0	1.124817e+00	7.918139e-01	NAA60;MCM3AP;NAA40;EPC2
GO_Molecular_Function_2021	insulin-like growth factor receptor binding (GO:0005159)	2/14	4.970801e-01	9.999956e-01	0	0	1.265406e+00	8.845237e-01	INSR;IGF2
GO_Molecular_Function_2021	MAP kinase activity (GO:0004707)	2/14	4.970801e-01	9.999956e-01	0	0	1.265406e+00	8.845237e-01	MAPK11;MAPK3
GO_Molecular_Function_2021	phospholipase binding (GO:0043274)	2/14	4.970801e-01	9.999956e-01	0	0	1.265406e+00	8.845237e-01	PDPK1;SRC
GO_Molecular_Function_2021	sulfotransferase activity (GO:0008146)	5/40	5.048904e-01	9.999956e-01	0	0	1.084620e+00	7.412442e-01	CHST6;CHST11;CHST10;CHST14;CHST2
GO_Molecular_Function_2021	receptor ligand activity (GO:0048018)	36/307	5.078981e-01	9.999956e-01	0	0	1.008539e+00	6.832595e-01	SEMA3D;CSH1;IFNA2;HMGB2;TGFA;FGF1;CGB1;IFNA8;ENDOU;IL36B;FAM3B;TNFSF11;FAM3C;NDP;TSHB;GDF10;METRN;GDF15;SEMA6D;IGF2;BMP8B;GDF3;WNT9A;DKK1;GDF5;INHBC;SLURP1;BMP6;GREM1;TAFA4;TAFA3;FGF18;TAFA1;NODAL;CRLF1;HBEGF
GO_Molecular_Function_2021	cyclic nucleotide binding (GO:0030551)	3/23	5.111914e-01	9.999956e-01	0	0	1.138839e+00	7.641736e-01	CNBD2;CNGA3;RAPGEF4
GO_Molecular_Function_2021	fibroblast growth factor receptor binding (GO:0005104)	3/23	5.111914e-01	9.999956e-01	0	0	1.138839e+00	7.641736e-01	FGF18;NPTN;FGF1
GO_Molecular_Function_2021	pyrophosphate hydrolysis-driven proton transmembrane transporter activity (GO:0009678)	3/23	5.111914e-01	9.999956e-01	0	0	1.138839e+00	7.641736e-01	ATP2A3;ATP6V1B2;ATP2A2
GO_Molecular_Function_2021	organic anion transmembrane transporter activity (GO:0008514)	17/144	5.140112e-01	9.999956e-01	0	0	1.016245e+00	6.763217e-01	SLC35B3;SLC35B2;SLC26A2;SLC35B4;SLC16A1;SLC35D1;SLC2A10;SLC35D2;SLC3A2;SLC6A20;SLC6A9;SLC17A9;SLC25A32;SLC17A8;SLC25A12;SLC22A11;SLC25A13
GO_Molecular_Function_2021	amino acid binding (GO:0016597)	4/32	5.204543e-01	9.999956e-01	0	0	1.084583e+00	7.082904e-01	DDAH1;SHMT1;CAD;GNMT
GO_Molecular_Function_2021	neutral amino acid transmembrane transporter activity (GO:0015175)	4/32	5.204543e-01	9.999956e-01	0	0	1.084583e+00	7.082904e-01	SLC6A9;SLC43A1;SLC3A2;SLC6A20
GO_Molecular_Function_2021	11-cis retinal binding (GO:0005502)	1/6	5.241261e-01	9.999956e-01	0	0	1.518436e+00	9.809444e-01	CYP27C1
GO_Molecular_Function_2021	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase activity (GO:0017083)	1/6	5.241261e-01	9.999956e-01	0	0	1.518436e+00	9.809444e-01	FUT4
GO_Molecular_Function_2021	acetyl-CoA C-acyltransferase activity (GO:0003988)	1/6	5.241261e-01	9.999956e-01	0	0	1.518436e+00	9.809444e-01	ACAA1
GO_Molecular_Function_2021	acid phosphatase activity (GO:0003993)	1/6	5.241261e-01	9.999956e-01	0	0	1.518436e+00	9.809444e-01	MINPP1
GO_Molecular_Function_2021	alpha-glucosidase activity (GO:0090599)	1/6	5.241261e-01	9.999956e-01	0	0	1.518436e+00	9.809444e-01	GANAB
GO_Molecular_Function_2021	arachidonic acid binding (GO:0050544)	1/6	5.241261e-01	9.999956e-01	0	0	1.518436e+00	9.809444e-01	STX3
GO_Molecular_Function_2021	arylesterase activity (GO:0004064)	1/6	5.241261e-01	9.999956e-01	0	0	1.518436e+00	9.809444e-01	PON1
GO_Molecular_Function_2021	beta-glucosidase activity (GO:0008422)	1/6	5.241261e-01	9.999956e-01	0	0	1.518436e+00	9.809444e-01	LCTL
GO_Molecular_Function_2021	bile acid:sodium symporter activity (GO:0008508)	1/6	5.241261e-01	9.999956e-01	0	0	1.518436e+00	9.809444e-01	SLC10A3
GO_Molecular_Function_2021	C3HC4-type RING finger domain binding (GO:0055131)	1/6	5.241261e-01	9.999956e-01	0	0	1.518436e+00	9.809444e-01	HSPA8
GO_Molecular_Function_2021	calcium:cation antiporter activity (GO:0015368)	1/6	5.241261e-01	9.999956e-01	0	0	1.518436e+00	9.809444e-01	SLC3A2
GO_Molecular_Function_2021	chitinase activity (GO:0004568)	1/6	5.241261e-01	9.999956e-01	0	0	1.518436e+00	9.809444e-01	CHI3L1
GO_Molecular_Function_2021	chromo shadow domain binding (GO:0070087)	1/6	5.241261e-01	9.999956e-01	0	0	1.518436e+00	9.809444e-01	SP100
GO_Molecular_Function_2021	collagen receptor activity (GO:0038064)	1/6	5.241261e-01	9.999956e-01	0	0	1.518436e+00	9.809444e-01	MUSK
GO_Molecular_Function_2021	cyclic nucleotide-dependent protein kinase activity (GO:0004690)	1/6	5.241261e-01	9.999956e-01	0	0	1.518436e+00	9.809444e-01	PRKACB
GO_Molecular_Function_2021	dehydroascorbic acid transmembrane transporter activity (GO:0033300)	1/6	5.241261e-01	9.999956e-01	0	0	1.518436e+00	9.809444e-01	SLC2A10
GO_Molecular_Function_2021	diphosphotransferase activity (GO:0016778)	1/6	5.241261e-01	9.999956e-01	0	0	1.518436e+00	9.809444e-01	PRPS1L1
GO_Molecular_Function_2021	double-stranded methylated DNA binding (GO:0010385)	1/6	5.241261e-01	9.999956e-01	0	0	1.518436e+00	9.809444e-01	ZNF445
GO_Molecular_Function_2021	epinephrine binding (GO:0051379)	1/6	5.241261e-01	9.999956e-01	0	0	1.518436e+00	9.809444e-01	RNLS
GO_Molecular_Function_2021	G protein-coupled opioid receptor activity (GO:0004985)	1/6	5.241261e-01	9.999956e-01	0	0	1.518436e+00	9.809444e-01	OPRL1
GO_Molecular_Function_2021	histone serine kinase activity (GO:0035174)	1/6	5.241261e-01	9.999956e-01	0	0	1.518436e+00	9.809444e-01	VRK1
GO_Molecular_Function_2021	icosatetraenoic acid binding (GO:0050543)	1/6	5.241261e-01	9.999956e-01	0	0	1.518436e+00	9.809444e-01	STX3
GO_Molecular_Function_2021	immunoglobulin receptor binding (GO:0034987)	1/6	5.241261e-01	9.999956e-01	0	0	1.518436e+00	9.809444e-01	IGLL1
GO_Molecular_Function_2021	interleukin-12 receptor binding (GO:0005143)	1/6	5.241261e-01	9.999956e-01	0	0	1.518436e+00	9.809444e-01	IL27RA
GO_Molecular_Function_2021	K48-linked polyubiquitin modification-dependent protein binding (GO:0036435)	1/6	5.241261e-01	9.999956e-01	0	0	1.518436e+00	9.809444e-01	UBXN1
GO_Molecular_Function_2021	keratin filament binding (GO:1990254)	1/6	5.241261e-01	9.999956e-01	0	0	1.518436e+00	9.809444e-01	VIM
GO_Molecular_Function_2021	myosin light chain binding (GO:0032027)	1/6	5.241261e-01	9.999956e-01	0	0	1.518436e+00	9.809444e-01	MYH8
GO_Molecular_Function_2021	NADP-retinol dehydrogenase activity (GO:0052650)	1/6	5.241261e-01	9.999956e-01	0	0	1.518436e+00	9.809444e-01	RDH11
GO_Molecular_Function_2021	nucleosomal histone binding (GO:0031493)	1/6	5.241261e-01	9.999956e-01	0	0	1.518436e+00	9.809444e-01	VRK1
GO_Molecular_Function_2021	olfactory receptor binding (GO:0031849)	1/6	5.241261e-01	9.999956e-01	0	0	1.518436e+00	9.809444e-01	RTP4
GO_Molecular_Function_2021	P-type sodium transporter activity (GO:0008554)	1/6	5.241261e-01	9.999956e-01	0	0	1.518436e+00	9.809444e-01	ATP4A
GO_Molecular_Function_2021	P-type sodium:potassium-exchanging transporter activity (GO:0005391)	1/6	5.241261e-01	9.999956e-01	0	0	1.518436e+00	9.809444e-01	ATP4A
GO_Molecular_Function_2021	protein carboxyl O-methyltransferase activity (GO:0051998)	1/6	5.241261e-01	9.999956e-01	0	0	1.518436e+00	9.809444e-01	ICMT
GO_Molecular_Function_2021	RNA polymerase III cis-regulatory region sequence-specific DNA binding (GO:0000992)	1/6	5.241261e-01	9.999956e-01	0	0	1.518436e+00	9.809444e-01	MAF1
GO_Molecular_Function_2021	RNA polymerase III type 3 promoter sequence-specific DNA binding (GO:0001006)	1/6	5.241261e-01	9.999956e-01	0	0	1.518436e+00	9.809444e-01	MAF1
GO_Molecular_Function_2021	aldehyde dehydrogenase [NAD(P)+] activity (GO:0004030)	2/15	5.350583e-01	9.999956e-01	0	0	1.168001e+00	7.304437e-01	ALDH4A1;ALDH1L1
GO_Molecular_Function_2021	calcium-dependent cysteine-type endopeptidase activity (GO:0004198)	2/15	5.350583e-01	9.999956e-01	0	0	1.168001e+00	7.304437e-01	CAPN12;CAPN6
GO_Molecular_Function_2021	heparan sulfate sulfotransferase activity (GO:0034483)	2/15	5.350583e-01	9.999956e-01	0	0	1.168001e+00	7.304437e-01	HS3ST5;HS3ST4
GO_Molecular_Function_2021	MAP kinase kinase activity (GO:0004708)	2/15	5.350583e-01	9.999956e-01	0	0	1.168001e+00	7.304437e-01	SBK2;MAP2K4
GO_Molecular_Function_2021	oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor (GO:0016646)	2/15	5.350583e-01	9.999956e-01	0	0	1.168001e+00	7.304437e-01	ALDH4A1;ALDH1L1
GO_Molecular_Function_2021	solute:anion antiporter activity (GO:0140323)	2/15	5.350583e-01	9.999956e-01	0	0	1.168001e+00	7.304437e-01	SLC26A2;SLC4A2
GO_Molecular_Function_2021	voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization (GO:0086008)	2/15	5.350583e-01	9.999956e-01	0	0	1.168001e+00	7.304437e-01	KCND3;KCNE5
GO_Molecular_Function_2021	C-C chemokine binding (GO:0019957)	3/24	5.408822e-01	9.999956e-01	0	0	1.084547e+00	6.665124e-01	ZFP36;ACKR2;CCR10
GO_Molecular_Function_2021	nuclear localization sequence binding (GO:0008139)	3/24	5.408822e-01	9.999956e-01	0	0	1.084547e+00	6.665124e-01	NFKBIA;KPNA4;KPNA1
GO_Molecular_Function_2021	protein phosphatase 2A binding (GO:0051721)	3/24	5.408822e-01	9.999956e-01	0	0	1.084547e+00	6.665124e-01	IGBP1;PTPA;ADCY8
GO_Molecular_Function_2021	nucleosomal DNA binding (GO:0031492)	4/33	5.456356e-01	9.999956e-01	0	0	1.047124e+00	6.343521e-01	H1-4;MTA2;H1-10;H1-2
GO_Molecular_Function_2021	cytokine activity (GO:0005125)	20/173	5.485799e-01	9.999956e-01	0	0	9.922294e-01	5.957567e-01	GDF10;GDF15;IFNA2;BMP8B;GDF3;WNT9A;GDF5;INHBC;IFNA8;BMP6;SLURP1;IL36B;FAM3B;TNFSF11;CCL1;FAM3C;NDP;NODAL;CCL27;CRLF1
GO_Molecular_Function_2021	polyubiquitin modification-dependent protein binding (GO:0031593)	6/51	5.536963e-01	9.999956e-01	0	0	1.012173e+00	5.983351e-01	UBXN1;RNF169;ZFAND6;TAB2;SQSTM1;OPTN
GO_Molecular_Function_2021	poly-pyrimidine tract binding (GO:0008187)	3/25	5.695022e-01	9.999956e-01	0	0	1.035191e+00	5.828046e-01	PABPC4;PABPC1;RBM11
GO_Molecular_Function_2021	frizzled binding (GO:0005109)	4/34	5.701110e-01	9.999956e-01	0	0	1.012163e+00	5.687589e-01	FZD7;DVL2;NDP;WNT9A
GO_Molecular_Function_2021	retinoid binding (GO:0005501)	4/34	5.701110e-01	9.999956e-01	0	0	1.012163e+00	5.687589e-01	CYP27C1;CRABP1;SERPINA5;UGT1A6
GO_Molecular_Function_2021	arachidonic acid epoxygenase activity (GO:0008392)	2/16	5.710133e-01	9.999956e-01	0	0	1.084511e+00	6.076976e-01	CYP2C8;CYP2F1
GO_Molecular_Function_2021	hydrolase activity, hydrolyzing N-glycosyl compounds (GO:0016799)	2/16	5.710133e-01	9.999956e-01	0	0	1.084511e+00	6.076976e-01	RPS3;SARM1
GO_Molecular_Function_2021	nuclear import signal receptor activity (GO:0061608)	2/16	5.710133e-01	9.999956e-01	0	0	1.084511e+00	6.076976e-01	KPNA4;KPNA1
GO_Molecular_Function_2021	nucleotidase activity (GO:0008252)	2/16	5.710133e-01	9.999956e-01	0	0	1.084511e+00	6.076976e-01	NT5C;BPNT2
GO_Molecular_Function_2021	potassium ion leak channel activity (GO:0022841)	2/16	5.710133e-01	9.999956e-01	0	0	1.084511e+00	6.076976e-01	KCNK15;KCNK16
GO_Molecular_Function_2021	solute:proton symporter activity (GO:0015295)	2/16	5.710133e-01	9.999956e-01	0	0	1.084511e+00	6.076976e-01	SLC2A9;SLC2A10
GO_Molecular_Function_2021	tropomyosin binding (GO:0005523)	2/16	5.710133e-01	9.999956e-01	0	0	1.084511e+00	6.076976e-01	TMOD1;TNNT3
GO_Molecular_Function_2021	phosphatase binding (GO:0019902)	13/114	5.751176e-01	9.999956e-01	0	0	9.769390e-01	5.404239e-01	PTPRT;FCRL2;JUP;NFATC2;GTF2F1;TRPC4AP;MYO16;HSP90B1;SNX3;RACK1;STAT6;JAK1;MAPK3
GO_Molecular_Function_2021	protein phosphatase binding (GO:0019903)	14/123	5.776841e-01	9.999956e-01	0	0	9.748480e-01	5.349265e-01	PTPRT;IGBP1;FCRL2;JUP;GTF2F1;ADCY8;MYO16;HSP90B1;SNX3;PTPA;PPP1R3B;RACK1;STAT6;JAK1
GO_Molecular_Function_2021	1-phosphatidylinositol-4-phosphate 3-kinase activity (GO:0035005)	1/7	5.795343e-01	9.999956e-01	0	0	1.265292e+00	6.902550e-01	PIK3CD
GO_Molecular_Function_2021	3',5'-cyclic-GMP phosphodiesterase activity (GO:0047555)	1/7	5.795343e-01	9.999956e-01	0	0	1.265292e+00	6.902550e-01	PDE8A
GO_Molecular_Function_2021	alcohol dehydrogenase [NAD(P)+] activity (GO:0018455)	1/7	5.795343e-01	9.999956e-01	0	0	1.265292e+00	6.902550e-01	ADH6
GO_Molecular_Function_2021	alcohol dehydrogenase activity, zinc-dependent (GO:0004024)	1/7	5.795343e-01	9.999956e-01	0	0	1.265292e+00	6.902550e-01	ADH6
GO_Molecular_Function_2021	aminophospholipid flippase activity (GO:0015247)	1/7	5.795343e-01	9.999956e-01	0	0	1.265292e+00	6.902550e-01	TMEM30A
GO_Molecular_Function_2021	calcium-dependent protein serine/threonine phosphatase activity (GO:0004723)	1/7	5.795343e-01	9.999956e-01	0	0	1.265292e+00	6.902550e-01	PPP3CA
GO_Molecular_Function_2021	cell-matrix adhesion mediator activity (GO:0098634)	1/7	5.795343e-01	9.999956e-01	0	0	1.265292e+00	6.902550e-01	MADCAM1
GO_Molecular_Function_2021	ceramide 1-phosphate transfer activity (GO:1902388)	1/7	5.795343e-01	9.999956e-01	0	0	1.265292e+00	6.902550e-01	GLTPD2
GO_Molecular_Function_2021	clathrin light chain binding (GO:0032051)	1/7	5.795343e-01	9.999956e-01	0	0	1.265292e+00	6.902550e-01	NSG2
GO_Molecular_Function_2021	extracellularly ATP-gated cation channel activity (GO:0004931)	1/7	5.795343e-01	9.999956e-01	0	0	1.265292e+00	6.902550e-01	P2RX5
GO_Molecular_Function_2021	fatty acid elongase activity (GO:0009922)	1/7	5.795343e-01	9.999956e-01	0	0	1.265292e+00	6.902550e-01	ELOVL4
GO_Molecular_Function_2021	icosanoid binding (GO:0050542)	1/7	5.795343e-01	9.999956e-01	0	0	1.265292e+00	6.902550e-01	STX3
GO_Molecular_Function_2021	intracellular cGMP-activated cation channel activity (GO:0005223)	1/7	5.795343e-01	9.999956e-01	0	0	1.265292e+00	6.902550e-01	CNGA3
GO_Molecular_Function_2021	JUN kinase binding (GO:0008432)	1/7	5.795343e-01	9.999956e-01	0	0	1.265292e+00	6.902550e-01	SPAG9
GO_Molecular_Function_2021	L-proline transmembrane transporter activity (GO:0015193)	1/7	5.795343e-01	9.999956e-01	0	0	1.265292e+00	6.902550e-01	SLC6A20
GO_Molecular_Function_2021	MutSalpha complex binding (GO:0032407)	1/7	5.795343e-01	9.999956e-01	0	0	1.265292e+00	6.902550e-01	MCM8
GO_Molecular_Function_2021	NAD(P)H oxidase H2O2-forming activity (GO:0016174)	1/7	5.795343e-01	9.999956e-01	0	0	1.265292e+00	6.902550e-01	NOX4
GO_Molecular_Function_2021	NADH dehydrogenase activity (GO:0003954)	1/7	5.795343e-01	9.999956e-01	0	0	1.265292e+00	6.902550e-01	ENOX1
GO_Molecular_Function_2021	nucleotide receptor activity (GO:0016502)	1/7	5.795343e-01	9.999956e-01	0	0	1.265292e+00	6.902550e-01	P2RX5
GO_Molecular_Function_2021	oxidoreductase activity, acting on a sulfur group of donors, oxygen as acceptor (GO:0016670)	1/7	5.795343e-01	9.999956e-01	0	0	1.265292e+00	6.902550e-01	P4HB
GO_Molecular_Function_2021	oxysterol binding (GO:0008142)	1/7	5.795343e-01	9.999956e-01	0	0	1.265292e+00	6.902550e-01	INSIG2
GO_Molecular_Function_2021	P-type potassium transmembrane transporter activity (GO:0008556)	1/7	5.795343e-01	9.999956e-01	0	0	1.265292e+00	6.902550e-01	ATP4A
GO_Molecular_Function_2021	phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity (GO:0004439)	1/7	5.795343e-01	9.999956e-01	0	0	1.265292e+00	6.902550e-01	SYNJ2
GO_Molecular_Function_2021	phospholipid scramblase activity (GO:0017128)	1/7	5.795343e-01	9.999956e-01	0	0	1.265292e+00	6.902550e-01	XKR8
GO_Molecular_Function_2021	retinol binding (GO:0019841)	1/7	5.795343e-01	9.999956e-01	0	0	1.265292e+00	6.902550e-01	CYP27C1
GO_Molecular_Function_2021	rRNA (adenine) methyltransferase activity (GO:0016433)	1/7	5.795343e-01	9.999956e-01	0	0	1.265292e+00	6.902550e-01	TFB2M
GO_Molecular_Function_2021	rRNA methyltransferase activity (GO:0008649)	1/7	5.795343e-01	9.999956e-01	0	0	1.265292e+00	6.902550e-01	FBL
GO_Molecular_Function_2021	sphingosine N-acyltransferase activity (GO:0050291)	1/7	5.795343e-01	9.999956e-01	0	0	1.265292e+00	6.902550e-01	CERS3
GO_Molecular_Function_2021	sugar-phosphatase activity (GO:0050308)	1/7	5.795343e-01	9.999956e-01	0	0	1.265292e+00	6.902550e-01	PFKFB4
GO_Molecular_Function_2021	transmembrane receptor protein tyrosine kinase activator activity (GO:0030297)	1/7	5.795343e-01	9.999956e-01	0	0	1.265292e+00	6.902550e-01	GREM1
GO_Molecular_Function_2021	voltage-gated channel activity (GO:0022832)	1/7	5.795343e-01	9.999956e-01	0	0	1.265292e+00	6.902550e-01	KCNK15
GO_Molecular_Function_2021	syntaxin binding (GO:0019905)	7/62	5.932713e-01	9.999956e-01	0	0	9.660334e-01	5.043694e-01	NSF;VPS18;SNAP47;TMED9;SYT12;SYT8;NAPG
GO_Molecular_Function_2021	catalytic activity, acting on a tRNA (GO:0140101)	4/35	5.938304e-01	9.999956e-01	0	0	9.794570e-01	5.104554e-01	FTO;BCDIN3D;LCMT2;TARS2
GO_Molecular_Function_2021	chemokine receptor activity (GO:0004950)	3/26	5.969901e-01	9.999956e-01	0	0	9.901262e-01	5.107613e-01	GPR35;ACKR2;CCR10
GO_Molecular_Function_2021	epidermal growth factor receptor binding (GO:0005154)	3/26	5.969901e-01	9.999956e-01	0	0	9.901262e-01	5.107613e-01	TGFA;CNOT9;HBEGF
GO_Molecular_Function_2021	anion transmembrane transporter activity (GO:0008509)	2/17	6.049014e-01	9.999956e-01	0	0	1.012152e+00	5.087987e-01	SLC4A2;SLC22A11
GO_Molecular_Function_2021	intracellular calcium activated chloride channel activity (GO:0005229)	2/17	6.049014e-01	9.999956e-01	0	0	1.012152e+00	5.087987e-01	ANO1;NMUR2
GO_Molecular_Function_2021	intracellular chloride channel activity (GO:0061778)	2/17	6.049014e-01	9.999956e-01	0	0	1.012152e+00	5.087987e-01	ANO1;NMUR2
GO_Molecular_Function_2021	metalloaminopeptidase activity (GO:0070006)	2/17	6.049014e-01	9.999956e-01	0	0	1.012152e+00	5.087987e-01	MMP16;XPNPEP1
GO_Molecular_Function_2021	methylation-dependent protein binding (GO:0140034)	7/63	6.107027e-01	9.999956e-01	0	0	9.487290e-01	4.678611e-01	PYGO1;KDM4A;ING2;MORC4;CBX5;TRIM24;TP53BP1
GO_Molecular_Function_2021	pyrophosphatase activity (GO:0016462)	6/54	6.115066e-01	9.999956e-01	0	0	9.487511e-01	4.666238e-01	PHOSPHO1;ALPL;FITM2;CILP2;NUDT16;LHPP
GO_Molecular_Function_2021	acetylgalactosaminyltransferase activity (GO:0008376)	3/27	6.233024e-01	9.999956e-01	0	0	9.488172e-01	4.485282e-01	EXTL2;CHPF2;CHSY3
GO_Molecular_Function_2021	metal ion transmembrane transporter activity (GO:0046873)	3/27	6.233024e-01	9.999956e-01	0	0	9.488172e-01	4.485282e-01	TUSC3;ATP2A3;ITPR2
GO_Molecular_Function_2021	double-stranded RNA binding (GO:0003725)	8/73	6.264969e-01	9.999956e-01	0	0	9.340584e-01	4.367764e-01	FXR1;TFRC;ACTN1;EIF4H;SLC3A2;NLRP1;VIM;EIF4B
GO_Molecular_Function_2021	adenylate kinase activity (GO:0004017)	1/8	6.284935e-01	9.999956e-01	0	0	1.084474e+00	5.036619e-01	AK1
GO_Molecular_Function_2021	alpha-(1->3)-fucosyltransferase activity (GO:0046920)	1/8	6.284935e-01	9.999956e-01	0	0	1.084474e+00	5.036619e-01	FUT4
GO_Molecular_Function_2021	arginine transmembrane transporter activity (GO:0015181)	1/8	6.284935e-01	9.999956e-01	0	0	1.084474e+00	5.036619e-01	SLC25A29
GO_Molecular_Function_2021	ATP-gated ion channel activity (GO:0035381)	1/8	6.284935e-01	9.999956e-01	0	0	1.084474e+00	5.036619e-01	P2RX5
GO_Molecular_Function_2021	calcium-independent phospholipase A2 activity (GO:0047499)	1/8	6.284935e-01	9.999956e-01	0	0	1.084474e+00	5.036619e-01	PLA2G4A
GO_Molecular_Function_2021	carbon-nitrogen ligase activity, with glutamine as amido-N-donor (GO:0016884)	1/8	6.284935e-01	9.999956e-01	0	0	1.084474e+00	5.036619e-01	CAD
GO_Molecular_Function_2021	ceramide transfer activity (GO:0120017)	1/8	6.284935e-01	9.999956e-01	0	0	1.084474e+00	5.036619e-01	GLTPD2
GO_Molecular_Function_2021	DNA N-glycosylase activity (GO:0019104)	1/8	6.284935e-01	9.999956e-01	0	0	1.084474e+00	5.036619e-01	RPS3
GO_Molecular_Function_2021	estradiol 17-beta-dehydrogenase activity (GO:0004303)	1/8	6.284935e-01	9.999956e-01	0	0	1.084474e+00	5.036619e-01	HSD17B14
GO_Molecular_Function_2021	estrogen 16-alpha-hydroxylase activity (GO:0101020)	1/8	6.284935e-01	9.999956e-01	0	0	1.084474e+00	5.036619e-01	CYP2C8
GO_Molecular_Function_2021	G protein-coupled glutamate receptor binding (GO:0035256)	1/8	6.284935e-01	9.999956e-01	0	0	1.084474e+00	5.036619e-01	HOMER2
GO_Molecular_Function_2021	glycogen binding (GO:2001069)	1/8	6.284935e-01	9.999956e-01	0	0	1.084474e+00	5.036619e-01	PPP1R3B
GO_Molecular_Function_2021	hyalurononglucosaminidase activity (GO:0004415)	1/8	6.284935e-01	9.999956e-01	0	0	1.084474e+00	5.036619e-01	OGA
GO_Molecular_Function_2021	interleukin-17 receptor activity (GO:0030368)	1/8	6.284935e-01	9.999956e-01	0	0	1.084474e+00	5.036619e-01	IL27RA
GO_Molecular_Function_2021	intramolecular oxidoreductase activity, interconverting aldoses and ketoses (GO:0016861)	1/8	6.284935e-01	9.999956e-01	0	0	1.084474e+00	5.036619e-01	TPI1
